tau,agent,estimate
0.12328467394420659,A1,0.9861949013029575
0.12328467394420659,A1,0.9895837236474281
0.12328467394420659,A1,0.9910684544175745
0.12328467394420659,A1,0.9790117577088315
0.12328467394420659,A1,0.976434743800184
0.12328467394420659,A1,0.9922237791899294
0.12328467394420659,A1,0.9857318391823418
0.12328467394420659,A1,0.9812890483220017
0.12328467394420659,A1,0.9875186396209968
0.12328467394420659,A1,0.9879778302294624
0.12328467394420659,A1,0.9761098234427993
0.12328467394420659,A1,0.9884425497684203
0.12328467394420659,A1,0.9834499743916868
0.12328467394420659,A1,0.9961921093819376
0.12328467394420659,A1,0.9834068546221912
0.12328467394420659,A1,0.9865475882362578
0.12328467394420659,A1,0.9816752950711913
0.12328467394420659,A1,0.9941606028399206
0.12328467394420659,A1,0.9870768198238974
0.12328467394420659,A1,1.0037572512331843
0.12328467394420659,A1,0.9918475687467032
0.12328467394420659,A1,0.9856883009107299
0.12328467394420659,A1,0.9924735325200447
0.12328467394420659,A1,0.9909557492487494
0.12328467394420659,A1,0.9884507156652744
0.12328467394420659,A1,0.9794613068305703
0.12328467394420659,A1,0.9868177082553505
0.12328467394420659,A1,1.0007193985950795
0.12328467394420659,A1,0.9930267795787873
0.12328467394420659,A1,0.986159825455357
0.12328467394420659,A1,0.9780856010449738
0.12328467394420659,A1,1.002552000927361
0.12328467394420659,A1,0.9897102432796607
0.12328467394420659,A1,0.9933467837773066
0.12328467394420659,A1,0.9966439929077956
0.12328467394420659,A1,0.9963631116716101
0.12328467394420659,A1,0.9857094654121731
0.12328467394420659,A2,0.8588475595580499
0.12328467394420659,A2,0.8528853032792686
0.12328467394420659,A2,0.8580758500825111
0.12328467394420659,A2,0.8603926951339085
0.12328467394420659,A2,0.8610643485785447
0.12328467394420659,A2,0.8540140921823107
0.12328467394420659,A2,0.8682097295618414
0.12328467394420659,A2,0.8717512242276635
0.12328467394420659,A2,0.855007181790063
0.12328467394420659,A2,0.8604755455922083
0.12328467394420659,A2,0.8690830157180958
0.12328467394420659,A2,0.85901098288368
0.12328467394420659,A2,0.8562201281419956
0.12328467394420659,A2,0.8714972065267231
0.12328467394420659,A2,0.8557190112835924
0.12328467394420659,A2,0.8625734999509094
0.12328467394420659,A2,0.8501668657963859
0.12328467394420659,A2,0.8628110543621531
0.12328467394420659,A2,0.8605809382568055
0.12328467394420659,A2,0.8635344856825528
0.12328467394420659,A2,0.8542326146397632
0.12328467394420659,A2,0.8589879558380382
0.12328467394420659,A2,0.8420560224508477
0.12328467394420659,A2,0.854062735132235
0.12328467394420659,A2,0.8606823219962563
0.12328467394420659,A2,0.8570920677907106
0.12328467394420659,A2,0.8563291463583309
0.12328467394420659,A2,0.8591228379949739
0.12328467394420659,A2,0.8657407404296467
0.12328467394420659,A2,0.8583019158457434
0.12328467394420659,A2,0.8435840955108522
0.12328467394420659,A2,0.8529437232883537
0.12328467394420659,A2,0.8611304698597045
0.12328467394420659,A2,0.8705307211604397
0.12328467394420659,A2,0.8461408799126899
0.12328467394420659,A2,0.8543760780967131
0.12328467394420659,A2,0.8493255347229236
0.12328467394420659,A2,0.851610207332668
0.12328467394420659,A2,0.8487048701562393
0.12328467394420659,A2,0.8573277214911079
0.12328467394420659,A3,0.34396500711080485
0.12328467394420659,A3,0.34126719103787573
0.12328467394420659,A3,0.34347998953024167
0.12328467394420659,A3,0.3419115467743196
0.12328467394420659,A3,0.34163990715147463
0.12328467394420659,A3,0.34528533430173675
0.12328467394420659,A3,0.34320085851495097
0.12328467394420659,A3,0.34328713853231474
0.12328467394420659,A3,0.342262953266835
0.12328467394420659,A3,0.3429722281239212
0.12328467394420659,A3,0.34273175173971926
0.12328467394420659,A3,0.3427083083159071
0.12328467394420659,A3,0.343713226433084
0.12328467394420659,A3,0.3438747697168525
0.12328467394420659,A3,0.34342865745122153
0.12328467394420659,A3,0.34315710602608196
0.12328467394420659,A3,0.34345042457004243
0.12328467394420659,A3,0.34204702244945634
0.12328467394420659,A3,0.34340778934482225
0.12328467394420659,A3,0.345560724914884
0.12328467394420659,A3,0.34300123087262957
0.12328467394420659,A3,0.34418982268731385
0.12328467394420659,A3,0.34295173937531936
0.12328467394420659,A3,0.3454010357149234
0.12328467394420659,A3,0.34338960467612223
0.12328467394420659,A3,0.3434696009417068
0.12328467394420659,A3,0.34355689295059016
0.12328467394420659,A3,0.3420697435006517
0.12328467394420659,A3,0.3441472344516559
0.12328467394420659,A3,0.3459608099800387
0.12328467394420659,A3,0.34369880198769975
0.12328467394420659,A3,0.34419619962468656
0.12328467394420659,A3,0.34257250893446867
0.12328467394420659,A3,0.34192408679207925
0.12328467394420659,A3,0.34058571859028663
0.12328467394420659,A3,0.3472584591601567
0.12328467394420659,A3,0.3462794481852129
0.12328467394420659,A3,0.3428191843073896
0.12328467394420659,A3,0.3456511241941169
0.12328467394420659,A3,0.3459912509822348
0.12328467394420659,A4,0.31136626629405684
0.12328467394420659,A4,0.3109624161387048
0.12328467394420659,A4,0.3108836736516197
0.12328467394420659,A4,0.31270101017795593
0.12328467394420659,A4,0.3105584782961945
0.12328467394420659,A4,0.3111921043574118
0.12328467394420659,A4,0.3104457260074611
0.12328467394420659,A4,0.3087738693110393
0.12328467394420659,A4,0.3091921338839801
0.12328467394420659,A4,0.3113143063691928
0.12328467394420659,A4,0.30970093294501955
0.12328467394420659,A4,0.3113300809973557
0.12328467394420659,A4,0.31372679582726426
0.12328467394420659,A4,0.3104911271964459
0.12328467394420659,A4,0.31288368758863855
0.12328467394420659,A4,0.31327161730081965
0.12328467394420659,A4,0.3104335517863031
0.12328467394420659,A4,0.3112854316545329
0.12328467394420659,A4,0.3108914506024309
0.12328467394420659,A4,0.31047756992454556
0.12328467394420659,A4,0.309141417694062
0.12328467394420659,A4,0.31083951803231685
0.12328467394420659,A4,0.31142694119807596
0.12328467394420659,A4,0.3090155280937491
0.12328467394420659,A4,0.3118716745065577
0.12328467394420659,A4,0.3083103472287592
0.12328467394420659,A4,0.3101806653634218
0.12328467394420659,A4,0.31016244116671343
0.12328467394420659,A4,0.3117922118763818
0.12328467394420659,A4,0.3100298914694481
0.12328467394420659,A4,0.3125112279808882
0.12328467394420659,A4,0.3103999674549908
0.12328467394420659,A4,0.3107795833273711
0.12328467394420659,A4,0.31125010958851473
0.12328467394420659,A4,0.3102243661798937
0.12328467394420659,A4,0.3092864812361484
0.12328467394420659,A4,0.31217501040213164
0.12328467394420659,A4,0.31025842034578943
0.12328467394420659,A4,0.3108284977843241
0.12328467394420659,A4,0.3130452160116442
0.12328467394420659,A5,0.24545210866793776
0.12328467394420659,A5,0.24690872789460472
0.12328467394420659,A5,0.245299309305496
0.12328467394420659,A5,0.24557621051314238
0.12328467394420659,A5,0.24544243043596847
0.12328467394420659,A5,0.245183141648929
0.12328467394420659,A5,0.2469351066751377
0.12328467394420659,A5,0.24686658620006674
0.12328467394420659,A5,0.2475760270988087
0.12328467394420659,A5,0.2467639399002737
0.12328467394420659,A5,0.2449815446302774
0.12328467394420659,A5,0.24697268330895633
0.12328467394420659,A5,0.24579471280084547
0.12328467394420659,A5,0.24621856379116921
0.12328467394420659,A5,0.24760219822095053
0.12328467394420659,A5,0.24570172646714392
0.12328467394420659,A5,0.2474804906152088
0.12328467394420659,A5,0.2475140707890627
0.12328467394420659,A5,0.24637981918932314
0.12328467394420659,A5,0.246396558476825
0.12328467394420659,A5,0.24716700366553887
0.12328467394420659,A5,0.24614595997487418
0.12328467394420659,A5,0.24638955581858124
0.12328467394420659,A5,0.24689328299429722
0.12328467394420659,A5,0.24612948938760423
0.12328467394420659,A5,0.2460878961749491
0.12328467394420659,A5,0.24648229992262877
0.12328467394420659,A5,0.247671607501736
0.12328467394420659,A5,0.2461608934549173
0.12328467394420659,A5,0.2460672553786022
0.12328467394420659,A5,0.24652267491622995
0.12328467394420659,A5,0.24713397319761618
0.12328467394420659,A5,0.24721908066056686
0.12328467394420659,A5,0.24608535091537312
0.12328467394420659,A5,0.24835451168555756
0.12328467394420659,A5,0.24705589497226677
0.12328467394420659,A5,0.24674803804311887
0.12328467394420659,A5,0.2460988353493133
0.12328467394420659,A5,0.24616166589839394
0.12328467394420659,A5,0.2453478643856179
0.12328467394420659,A6,0.1964842411048697
0.12328467394420659,A6,0.1969227498677886
0.12328467394420659,A6,0.19709028272903223
0.12328467394420659,A6,0.19723088849618411
0.12328467394420659,A6,0.1957183642888576
0.12328467394420659,A6,0.19726412549050604
0.12328467394420659,A6,0.19620407393024528
0.12328467394420659,A6,0.19689369032719942
0.12328467394420659,A6,0.1977451771688496
0.12328467394420659,A6,0.19674939323052804
0.12328467394420659,A6,0.19622095904335254
0.12328467394420659,A6,0.19646655727157186
0.12328467394420659,A6,0.19657455896581544
0.12328467394420659,A6,0.19581576172447707
0.12328467394420659,A6,0.1959311480856451
0.12328467394420659,A6,0.1958533282618254
0.12328467394420659,A6,0.19628381024858882
0.12328467394420659,A6,0.1969428185210721
0.12328467394420659,A6,0.19619966676882766
0.12328467394420659,A6,0.19636261832846935
0.12328467394420659,A6,0.19630438268655417
0.12328467394420659,A6,0.19676717604202776
0.12328467394420659,A6,0.19742574232245935
0.12328467394420659,A6,0.1967871017165592
0.12328467394420659,A6,0.19624586092119786
0.12328467394420659,A6,0.19657380774229716
0.12328467394420659,A6,0.19650249855474664
0.12328467394420659,A6,0.1965299065691168
0.12328467394420659,A6,0.19670486535529505
0.12328467394420659,A6,0.1968296714692856
0.12328467394420659,A6,0.19697105340771828
0.12328467394420659,A6,0.19630660925403498
0.12328467394420659,A6,0.19614578416099956
0.12328467394420659,A6,0.19613138289708493
0.12328467394420659,A6,0.19614977510267834
0.12328467394420659,A6,0.1963200956535234
0.12328467394420659,A6,0.1961324372677754
0.12328467394420659,A6,0.1965766121555126
0.12328467394420659,A6,0.19629798269378473
0.12328467394420659,A6,0.19658573411569147
0.2848035868435802,A1,0.8875912698847946
0.2848035868435802,A1,0.8936068962963502
0.2848035868435802,A1,0.8830194434495892
0.2848035868435802,A1,0.8706264262951361
0.2848035868435802,A1,0.8945035758207619
0.2848035868435802,A1,0.8798508785792588
0.2848035868435802,A1,0.8814975030634138
0.2848035868435802,A1,0.8882147240583969
0.2848035868435802,A1,0.9014043536172667
0.2848035868435802,A1,0.8860581353877395
0.2848035868435802,A1,0.8852865681495095
0.2848035868435802,A1,0.9010763857722482
0.2848035868435802,A1,0.8688762673317642
0.2848035868435802,A1,0.887236074374572
0.2848035868435802,A1,0.8805359343580065
0.2848035868435802,A1,0.8747134490031125
0.2848035868435802,A1,0.8898798391041016
0.2848035868435802,A1,0.8853494383265617
0.2848035868435802,A1,0.8956673109615673
0.2848035868435802,A1,0.8843758842277034
0.2848035868435802,A1,0.8758407681595041
0.2848035868435802,A1,0.8860897417136221
0.2848035868435802,A1,0.8815675696572656
0.2848035868435802,A1,0.8694567791564966
0.2848035868435802,A1,0.9048250202839401
0.2848035868435802,A1,0.8853313030417816
0.2848035868435802,A1,0.8860566677007267
0.2848035868435802,A1,0.8912898647035643
0.2848035868435802,A1,0.886477903183971
0.2848035868435802,A1,0.8815416492972394
0.2848035868435802,A1,0.8880596238848186
0.2848035868435802,A1,0.8909281970375904
0.2848035868435802,A1,0.8820180460100544
0.2848035868435802,A1,0.8949661916217226
0.2848035868435802,A1,0.8921980836411844
0.2848035868435802,A1,0.8904027821167029
0.2848035868435802,A1,0.8830406597277415
0.2848035868435802,A1,0.8875416268745007
0.2848035868435802,A1,0.8962083928525922
0.2848035868435802,A1,0.8761011633620872
0.2848035868435802,A2,0.8054660027439384
0.2848035868435802,A2,0.8092215012140345
0.2848035868435802,A2,0.822241858675407
0.2848035868435802,A2,0.8249684215536941
0.2848035868435802,A2,0.822564309778345
0.2848035868435802,A2,0.8211858306685088
0.2848035868435802,A2,0.829114427475155
0.2848035868435802,A2,0.8201747117587015
0.2848035868435802,A2,0.8036112002907247
0.2848035868435802,A2,0.8246115921941052
0.2848035868435802,A2,0.8264401570541762
0.2848035868435802,A2,0.815114190732764
0.2848035868435802,A2,0.8340127040772201
0.2848035868435802,A2,0.8121193244037327
0.2848035868435802,A2,0.8187794609641571
0.2848035868435802,A2,0.8333681405856151
0.2848035868435802,A2,0.809772824800157
0.2848035868435802,A2,0.8208515775467193
0.2848035868435802,A2,0.8146590380527194
0.2848035868435802,A2,0.8254804126692309
0.2848035868435802,A2,0.8231517477866015
0.2848035868435802,A2,0.8119557852589826
0.2848035868435802,A2,0.8203880760019358
0.2848035868435802,A2,0.8305658275258914
0.2848035868435802,A2,0.8071093571376671
0.2848035868435802,A2,0.8176449828378435
0.2848035868435802,A2,0.8296737388072422
0.2848035868435802,A2,0.8070234189210111
0.2848035868435802,A2,0.824780828561588
0.2848035868435802,A2,0.8262784603332654
0.2848035868435802,A2,0.8253615358352868
0.2848035868435802,A2,0.812549390859954
0.2848035868435802,A2,0.8143474212481814
0.2848035868435802,A2,0.8138667689324238
0.2848035868435802,A2,0.8137517257003767
0.2848035868435802,A2,0.8181644100212331
0.2848035868435802,A2,0.8169173768980088
0.2848035868435802,A2,0.815937075653907
0.2848035868435802,A2,0.8120934879938927
0.2848035868435802,A2,0.8312455032955995
0.2848035868435802,A3,0.39127971991165034
0.2848035868435802,A3,0.3863496655831766
0.2848035868435802,A3,0.3844654986235629
0.2848035868435802,A3,0.38920278540677594
0.2848035868435802,A3,0.3837877362638307
0.2848035868435802,A3,0.39656749277293324
0.2848035868435802,A3,0.38196552851373233
0.2848035868435802,A3,0.39158483446660897
0.2848035868435802,A3,0.38868738974510325
0.2848035868435802,A3,0.3838805555628024
0.2848035868435802,A3,0.3848842011332624
0.2848035868435802,A3,0.38560360514087116
0.2848035868435802,A3,0.3940728578380338
0.2848035868435802,A3,0.3862331219844279
0.2848035868435802,A3,0.3834857660421263
0.2848035868435802,A3,0.38402574543339213
0.2848035868435802,A3,0.39663285429267464
0.2848035868435802,A3,0.38891302243990816
0.2848035868435802,A3,0.38467974071789207
0.2848035868435802,A3,0.38218166690756517
0.2848035868435802,A3,0.38577255326274934
0.2848035868435802,A3,0.3894633892090066
0.2848035868435802,A3,0.3861947023782107
0.2848035868435802,A3,0.38620892194595646
0.2848035868435802,A3,0.3833455083936481
0.2848035868435802,A3,0.38990296540504094
0.2848035868435802,A3,0.38466912084067667
0.2848035868435802,A3,0.3931388944943687
0.2848035868435802,A3,0.378017998943838
0.2848035868435802,A3,0.37731157753965466
0.2848035868435802,A3,0.38560198010688446
0.2848035868435802,A3,0.38708892327859357
0.2848035868435802,A3,0.39369797383778865
0.2848035868435802,A3,0.3827055421336288
0.2848035868435802,A3,0.382194083804109
0.2848035868435802,A3,0.3938220117144783
0.2848035868435802,A3,0.3931046470430319
0.2848035868435802,A3,0.3896665990038491
0.2848035868435802,A3,0.38314707858559316
0.2848035868435802,A3,0.38733491113319235
0.2848035868435802,A4,0.35396085931602467
0.2848035868435802,A4,0.3536468544301545
0.2848035868435802,A4,0.35164483845896805
0.2848035868435802,A4,0.3528960856338769
0.2848035868435802,A4,0.34825900692229356
0.2848035868435802,A4,0.348184217947487
0.2848035868435802,A4,0.3504692095894619
0.2848035868435802,A4,0.3493265241578286
0.2848035868435802,A4,0.35540139360646217
0.2848035868435802,A4,0.3514063596567923
0.2848035868435802,A4,0.3510412604990826
0.2848035868435802,A4,0.3478857463293906
0.2848035868435802,A4,0.3497120630193193
0.2848035868435802,A4,0.35036064455965577
0.2848035868435802,A4,0.35156045166697575
0.2848035868435802,A4,0.34759864494957105
0.2848035868435802,A4,0.3484199067876279
0.2848035868435802,A4,0.3469726527426626
0.2848035868435802,A4,0.35382356553831656
0.2848035868435802,A4,0.3492131857479673
0.2848035868435802,A4,0.3566775533516309
0.2848035868435802,A4,0.3544112577460919
0.2848035868435802,A4,0.3493325824933931
0.2848035868435802,A4,0.3553199094062723
0.2848035868435802,A4,0.3502237957859297
0.2848035868435802,A4,0.3478843195803767
0.2848035868435802,A4,0.3433275134234651
0.2848035868435802,A4,0.34697367182326466
0.2848035868435802,A4,0.34766531401069484
0.2848035868435802,A4,0.35815281084102535
0.2848035868435802,A4,0.34906451502921704
0.2848035868435802,A4,0.35662328289765405
0.2848035868435802,A4,0.3514571566673178
0.2848035868435802,A4,0.3575808771110925
0.2848035868435802,A4,0.34871570166095617
0.2848035868435802,A4,0.3460498277605163
0.2848035868435802,A4,0.35111282499174307
0.2848035868435802,A4,0.3557335685575088
0.2848035868435802,A4,0.35272122422745517
0.2848035868435802,A4,0.3524892338454884
0.2848035868435802,A5,0.28126810961415094
0.2848035868435802,A5,0.2797197146116939
0.2848035868435802,A5,0.2795349270588006
0.2848035868435802,A5,0.2815911738400571
0.2848035868435802,A5,0.2755485371172453
0.2848035868435802,A5,0.27457182898036986
0.2848035868435802,A5,0.2789704364655738
0.2848035868435802,A5,0.2779699716736524
0.2848035868435802,A5,0.2770554571078841
0.2848035868435802,A5,0.272889726128448
0.2848035868435802,A5,0.2752863363102036
0.2848035868435802,A5,0.27499590577278143
0.2848035868435802,A5,0.2772497130471875
0.2848035868435802,A5,0.2844603071988982
0.2848035868435802,A5,0.2856421157801677
0.2848035868435802,A5,0.2835665830305561
0.2848035868435802,A5,0.2778580465111045
0.2848035868435802,A5,0.282143848296556
0.2848035868435802,A5,0.2757344452769429
0.2848035868435802,A5,0.28283099274677115
0.2848035868435802,A5,0.27968515333081634
0.2848035868435802,A5,0.28097190726014726
0.2848035868435802,A5,0.2857288084506714
0.2848035868435802,A5,0.27763201710749946
0.2848035868435802,A5,0.27927445253558036
0.2848035868435802,A5,0.2813131693531517
0.2848035868435802,A5,0.2808494696129518
0.2848035868435802,A5,0.2829490728639121
0.2848035868435802,A5,0.2841038418737081
0.2848035868435802,A5,0.277650731864732
0.2848035868435802,A5,0.27235166897761015
0.2848035868435802,A5,0.2758501607732193
0.2848035868435802,A5,0.28001456311949313
0.2848035868435802,A5,0.27259096076814227
0.2848035868435802,A5,0.2829797498486518
0.2848035868435802,A5,0.2769916247636704
0.2848035868435802,A5,0.2785237463768326
0.2848035868435802,A5,0.27480936085108654
0.2848035868435802,A5,0.27951445908968553
0.2848035868435802,A5,0.2761302619182804
0.2848035868435802,A6,0.22444129092790563
0.2848035868435802,A6,0.22146262026305522
0.2848035868435802,A6,0.22310068613213846
0.2848035868435802,A6,0.2247223596689253
0.2848035868435802,A6,0.21934408649598863
0.2848035868435802,A6,0.22364700344990746
0.2848035868435802,A6,0.22199014729112912
0.2848035868435802,A6,0.21673648628327669
0.2848035868435802,A6,0.21784745803102287
0.2848035868435802,A6,0.22516088346857924
0.2848035868435802,A6,0.22106872925223375
0.2848035868435802,A6,0.21933141865041017
0.2848035868435802,A6,0.22008364708493863
0.2848035868435802,A6,0.22359777987717683
0.2848035868435802,A6,0.22400352358703185
0.2848035868435802,A6,0.22073468939621851
0.2848035868435802,A6,0.22144378090279931
0.2848035868435802,A6,0.21977671304605745
0.2848035868435802,A6,0.2194431518510292
0.2848035868435802,A6,0.21992511009922663
0.2848035868435802,A6,0.22287947650716314
0.2848035868435802,A6,0.2211151712106145
0.2848035868435802,A6,0.220795513416989
0.2848035868435802,A6,0.22482379725634993
0.2848035868435802,A6,0.21922911826170127
0.2848035868435802,A6,0.22193051218026882
0.2848035868435802,A6,0.219430742013402
0.2848035868435802,A6,0.22263232959234344
0.2848035868435802,A6,0.2229613658246635
0.2848035868435802,A6,0.22307202252254774
0.2848035868435802,A6,0.2235679285646473
0.2848035868435802,A6,0.2209672975514565
0.2848035868435802,A6,0.22247209151562952
0.2848035868435802,A6,0.22229691183145586
0.2848035868435802,A6,0.2241679077431875
0.2848035868435802,A6,0.21857659602186372
0.2848035868435802,A6,0.22130799736110862
0.2848035868435802,A6,0.2203190214576153
0.2848035868435802,A6,0.2203226096492463
0.2848035868435802,A6,0.22070617884381796
0.6579332246575682,A1,0.7838948389098502
0.6579332246575682,A1,0.7786784050266975
0.6579332246575682,A1,0.7863189342732033
0.6579332246575682,A1,0.7835024193075725
0.6579332246575682,A1,0.7731589628915246
0.6579332246575682,A1,0.7713918593550761
0.6579332246575682,A1,0.7718526447614841
0.6579332246575682,A1,0.7832418248392793
0.6579332246575682,A1,0.7765510285487428
0.6579332246575682,A1,0.7731914980764186
0.6579332246575682,A1,0.7747700803907847
0.6579332246575682,A1,0.7690625466438066
0.6579332246575682,A1,0.7663489784634591
0.6579332246575682,A1,0.7718803190115334
0.6579332246575682,A1,0.7838662982126083
0.6579332246575682,A1,0.7656121167138721
0.6579332246575682,A1,0.7745670997152312
0.6579332246575682,A1,0.7730741886423605
0.6579332246575682,A1,0.7747369355883861
0.6579332246575682,A1,0.7709012540690156
0.6579332246575682,A1,0.7556298191890338
0.6579332246575682,A1,0.7682601530593663
0.6579332246575682,A1,0.7723056301448175
0.6579332246575682,A1,0.7845601527972685
0.6579332246575682,A1,0.7850286314013769
0.6579332246575682,A1,0.7950018457045758
0.6579332246575682,A1,0.7684897406322018
0.6579332246575682,A1,0.7771804666802798
0.6579332246575682,A1,0.7755132613669938
0.6579332246575682,A1,0.7677931223493905
0.6579332246575682,A1,0.7721210470129358
0.6579332246575682,A1,0.777639297210479
0.6579332246575682,A1,0.7636751438510558
0.6579332246575682,A1,0.7788570527473059
0.6579332246575682,A1,0.7618726427201999
0.6579332246575682,A1,0.7632184064940236
0.6579332246575682,A1,0.7715868772782991
0.6579332246575682,A1,0.7804693548812036
0.6579332246575682,A1,0.7696989661111636
0.6579332246575682,A1,0.7710227142940174
0.6579332246575682,A2,0.7361381602549792
0.6579332246575682,A2,0.7280403891432804
0.6579332246575682,A2,0.7352232954409705
0.6579332246575682,A2,0.7285343944630219
0.6579332246575682,A2,0.7382909482280039
0.6579332246575682,A2,0.7428787856498308
0.6579332246575682,A2,0.7431913625918416
0.6579332246575682,A2,0.727388205833757
0.6579332246575682,A2,0.7327427123412232
0.6579332246575682,A2,0.7531306636872235
0.6579332246575682,A2,0.742472820657527
0.6579332246575682,A2,0.740070623132565
0.6579332246575682,A2,0.7507083387440794
0.6579332246575682,A2,0.7357043831029861
0.6579332246575682,A2,0.7315822331480502
0.6579332246575682,A2,0.7488054626953581
0.6579332246575682,A2,0.7408787978497603
0.6579332246575682,A2,0.7404521674008631
0.6579332246575682,A2,0.7191953510601065
0.6579332246575682,A2,0.7296485855073478
0.6579332246575682,A2,0.7472369227255905
0.6579332246575682,A2,0.74305538897055
0.6579332246575682,A2,0.7322850560333382
0.6579332246575682,A2,0.7374259051948463
0.6579332246575682,A2,0.7268134817188978
0.6579332246575682,A2,0.7275203759565408
0.6579332246575682,A2,0.73596121804453
0.6579332246575682,A2,0.7370594583825253
0.6579332246575682,A2,0.7348527312184404
0.6579332246575682,A2,0.7355070845275886
0.6579332246575682,A2,0.7387440221920758
0.6579332246575682,A2,0.7330724438520887
0.6579332246575682,A2,0.7438872784524129
0.6579332246575682,A2,0.7316124838997077
0.6579332246575682,A2,0.7423335177519332
0.6579332246575682,A2,0.7436399027623666
0.6579332246575682,A2,0.7323433270087379
0.6579332246575682,A2,0.7331039780794244
0.6579332246575682,A2,0.7478805910981917
0.6579332246575682,A2,0.7433762944604748
0.6579332246575682,A3,0.4285660515004471
0.6579332246575682,A3,0.4348176015498939
0.6579332246575682,A3,0.4237155735136236
0.6579332246575682,A3,0.4332347611738763
0.6579332246575682,A3,0.43326304243391023
0.6579332246575682,A3,0.42387230638532425
0.6579332246575682,A3,0.4284511961152992
0.6579332246575682,A3,0.43660401082406075
0.6579332246575682,A3,0.4282066042753348
0.6579332246575682,A3,0.43024845993343613
0.6579332246575682,A3,0.42875699005690476
0.6579332246575682,A3,0.43872629203279767
0.6579332246575682,A3,0.4323989242516841
0.6579332246575682,A3,0.44030257258235816
0.6579332246575682,A3,0.4354736189992972
0.6579332246575682,A3,0.43022239923866573
0.6579332246575682,A3,0.43373551381504094
0.6579332246575682,A3,0.43933648055307695
0.6579332246575682,A3,0.43566556509780546
0.6579332246575682,A3,0.4405579262863946
0.6579332246575682,A3,0.43794898982469543
0.6579332246575682,A3,0.44615320377308343
0.6579332246575682,A3,0.4306932171226564
0.6579332246575682,A3,0.4364706407599376
0.6579332246575682,A3,0.4243879238578308
0.6579332246575682,A3,0.4261141227818394
0.6579332246575682,A3,0.43787034963886207
0.6579332246575682,A3,0.4315674850291298
0.6579332246575682,A3,0.43486522471060135
0.6579332246575682,A3,0.43365617236391085
0.6579332246575682,A3,0.43411909970927004
0.6579332246575682,A3,0.4247444030592937
0.6579332246575682,A3,0.44719445151116693
0.6579332246575682,A3,0.43110026642472515
0.6579332246575682,A3,0.439501149113391
0.6579332246575682,A3,0.4366192003794355
0.6579332246575682,A3,0.4395083433663509
0.6579332246575682,A3,0.4359693117761791
0.6579332246575682,A3,0.43381930718654915
0.6579332246575682,A3,0.43912380514732596
0.6579332246575682,A4,0.40211708987045097
0.6579332246575682,A4,0.4060360225772667
0.6579332246575682,A4,0.4065425461095881
0.6579332246575682,A4,0.40248983532047605
0.6579332246575682,A4,0.3961740239284044
0.6579332246575682,A4,0.3982568851666218
0.6579332246575682,A4,0.40307099965780785
0.6579332246575682,A4,0.40122721766596275
0.6579332246575682,A4,0.402619136185835
0.6579332246575682,A4,0.3933376416962012
0.6579332246575682,A4,0.39758471119586314
0.6579332246575682,A4,0.40060307338971374
0.6579332246575682,A4,0.4041186774819261
0.6579332246575682,A4,0.40307164026866255
0.6579332246575682,A4,0.3952217840321066
0.6579332246575682,A4,0.4043744425933052
0.6579332246575682,A4,0.40412850159447533
0.6579332246575682,A4,0.40205219070689524
0.6579332246575682,A4,0.4081623844105169
0.6579332246575682,A4,0.401744270442097
0.6579332246575682,A4,0.40224272429866015
0.6579332246575682,A4,0.39752750974075624
0.6579332246575682,A4,0.40924324955628244
0.6579332246575682,A4,0.3954271002691079
0.6579332246575682,A4,0.4025688277213342
0.6579332246575682,A4,0.39579342533307454
0.6579332246575682,A4,0.39539408001844106
0.6579332246575682,A4,0.40638219803129594
0.6579332246575682,A4,0.39334354890271567
0.6579332246575682,A4,0.40441500421822757
0.6579332246575682,A4,0.40359983745621636
0.6579332246575682,A4,0.40465985688080075
0.6579332246575682,A4,0.3994543483233578
0.6579332246575682,A4,0.4081139534397396
0.6579332246575682,A4,0.40127813132895146
0.6579332246575682,A4,0.4005658391871202
0.6579332246575682,A4,0.40196947785702647
0.6579332246575682,A4,0.3981733622864689
0.6579332246575682,A4,0.3969097551289004
0.6579332246575682,A4,0.39389147545543496
0.6579332246575682,A5,0.3276293311454683
0.6579332246575682,A5,0.3284108361407415
0.6579332246575682,A5,0.3253226097936586
0.6579332246575682,A5,0.32888201780789916
0.6579332246575682,A5,0.3367849244415699
0.6579332246575682,A5,0.3368916766939458
0.6579332246575682,A5,0.3300505809683784
0.6579332246575682,A5,0.3249592636845033
0.6579332246575682,A5,0.3358275133437624
0.6579332246575682,A5,0.329002262957431
0.6579332246575682,A5,0.327964594949219
0.6579332246575682,A5,0.3294117925228527
0.6579332246575682,A5,0.3218323836451641
0.6579332246575682,A5,0.3258825177937237
0.6579332246575682,A5,0.32732072004355
0.6579332246575682,A5,0.3282664296626416
0.6579332246575682,A5,0.32652997249484605
0.6579332246575682,A5,0.32961116617801184
0.6579332246575682,A5,0.33265196569660876
0.6579332246575682,A5,0.33834550182704304
0.6579332246575682,A5,0.3309617804152163
0.6579332246575682,A5,0.3285337801488234
0.6579332246575682,A5,0.3245186211893177
0.6579332246575682,A5,0.3212291904553305
0.6579332246575682,A5,0.3377081913006613
0.6579332246575682,A5,0.3256494918870328
0.6579332246575682,A5,0.33730298103387907
0.6579332246575682,A5,0.3279563857873184
0.6579332246575682,A5,0.3320996973224031
0.6579332246575682,A5,0.328103170308094
0.6579332246575682,A5,0.3300778480001186
